date,symbol,factor,fwd_ret_1,fwd_ret_5,fwd_ret_10,fwd_ret_20,fwd_ret
2020-01-02,S000,-0.32813874731438486,-0.6460075547148124,-0.16705219090149162,-0.37353918852904167,-0.5089132366744048,-0.6460075547148124
2020-01-02,S001,1.0425390846551392,0.8841091832760951,0.3788700461364019,0.6107535570903028,0.3712600545712625,0.8841091832760951
2020-01-02,S002,-0.8453000984293975,-0.8838698950092159,0.018643912577788135,-0.8069770645700098,-0.13448933082373477,-0.8838698950092159
2020-01-02,S003,0.552870394938687,0.9894952849281675,-0.31157169876911983,0.14805263389096443,-0.10026948540187781,0.9894952849281675
2020-01-02,S004,0.6560186646033828,0.6455735148049827,0.15742778109999747,-0.041009222829340275,0.016961300545524232,0.6455735148049827
2020-01-02,S005,0.6615148390929723,0.7555368922200231,0.3105978365277512,0.04464954323943898,-0.18384632615185953,0.7555368922200231
2020-01-02,S006,0.5034146777532211,0.20537676883044315,0.45918163081872776,-0.16514290795905284,0.25550082713763805,0.20537676883044315
2020-01-02,S007,-1.1734497006362556,-1.3854907610849923,-0.5218042624679021,-0.33338423811352413,-0.09590380118336002,-1.3854907610849923
2020-01-02,S008,-0.05637741888936022,0.12746449013430816,-0.20591979400452032,-0.06862030494948743,-0.020863600084592614,0.12746449013430816
2020-01-02,S009,1.19865705535241,0.7767304884205343,0.6436975028502683,0.599006075611645,0.14948639442834946,0.7767304884205343
2020-01-02,S010,1.8220175891533947,1.4784473309489783,0.8840071695073637,0.5505314373754733,-0.32298354474538676,1.4784473309489783
2020-01-02,S011,-0.6399725806548888,-0.7485534011137919,0.37338008982662674,0.24576385791261646,-0.0205213312607631,-0.7485534011137919
2020-01-02,S012,-1.1394964493534143,-1.2437973829264561,-0.7407580304585448,-0.08346405196457629,-0.09270527390974509,-1.2437973829264561
2020-01-02,S013,-0.41089958257541465,-0.3289048021406951,-0.6234741095310002,-0.6726184927196742,-0.20147720728055563,-0.3289048021406951
2020-01-02,S014,0.8278460345986635,0.6225488920229818,0.3469451968749039,0.06904356092238989,0.07878856536595363,0.6225488920229818
2020-01-02,S015,0.38163468438472414,1.1805696324346853,0.7792893303799404,0.4581090804443585,0.604948825153819,1.1805696324346853
2020-01-02,S016,1.1900468210324489,0.9249549506783784,0.6595742072303027,0.049694395640602296,0.19321717148345877,0.9249549506783784
2020-01-02,S017,0.2249930511021324,-0.06383564383925935,-0.46509865389644356,0.6155612881657035,-0.14823048460238467,-0.06383564383925935
2020-01-02,S018,0.519786152689595,0.831789145676961,0.38641767732952076,-0.25104395703913707,-0.12782635180597585,0.831789145676961
2020-01-02,S019,2.182600342706948,1.4127776196663415,0.7521386655987097,-0.21429529923609347,0.12984114574708316,1.4127776196663415
2020-01-02,S020,0.06253789656472966,0.5880569246094365,-0.5096851740984676,-0.16023944521626407,-0.4779426141493385,0.5880569246094365
2020-01-02,S021,0.7359380544566537,0.7736053240380205,0.7294048252461609,0.11328910870006083,-0.1896342783699881,0.7736053240380205
2020-01-02,S022,-0.3299506503353583,-0.8209999706766766,0.33980811813302825,0.6485186051165578,0.14349539758449592,-0.8209999706766766
2020-01-02,S023,-1.3195648214367164,-0.8145816427787762,-0.7467324404575767,-0.18444759295071042,0.49446236279059497,-0.8145816427787762
